date,min,max,median,q1,q3,stdev,count
2022-03-06T00:00:00.000Z,1.17,14.13,4.76,3.35,6.1,2.166,556
2022-03-07T00:00:00.000Z,1.3,35.6,6.5,3.8,9.73,4.537,557
2022-03-08T00:00:00.000Z,1.97,22.5,8.83,5.15,11.95,4.203,573
2022-03-09T00:00:00.000Z,1.4,18.63,3.8,3.17,6.34,3.576,569
2022-03-10T00:00:00.000Z,1.97,35.03,5.6,4.26,8.5,3.575,575
2022-03-11T00:00:00.000Z,3.73,93.97,7.4,6.17,10.73,11.433,567
2022-03-12T00:00:00.000Z,0.8,29.27,1.5,1.1,2.93,4.969,571
2022-03-13T00:00:00.000Z,1.53,25.47,2.52,2.13,3.4,2.013,559
2022-03-14T00:00:00.000Z,2.87,14.93,7.47,5.4,9.77,2.722,570
2022-03-15T00:00:00.000Z,9.52,22.47,17.53,14.6,19.2,3.256,573
2022-03-16T00:00:00.000Z,15.37,24.73,18.77,17.93,19.77,1.574,570
2022-03-17T00:00:00.000Z,10.87,30.1,20.73,18.73,23.07,3.863,563
2022-03-18T00:00:00.000Z,6.8,29.93,16.53,14.8,18.77,3.939,547
2022-03-19T00:00:00.000Z,3.8,34.47,18.59,10.4,24.17,7.965,570
2022-03-20T00:00:00.000Z,6.13,68.2,10.8,8.32,20.64,6.693,565
2022-03-21T00:00:00.000Z,6.67,60.7,10.9,9.43,12.17,3.711,541
2022-03-22T00:00:00.000Z,9,24.77,15.1,12.77,17.22,2.812,569
2022-03-23T00:00:00.000Z,6.4,173.47,12.3,10.7,15.15,8.261,516
2022-03-24T00:00:00.000Z,14.43,47.7,20.67,19.25,22.82,3.775,557
2022-03-25T00:00:00.000Z,15.7,34.53,22.27,19.57,27.57,4.621,561
2022-03-26T00:00:00.000Z,16.53,36.5,29.43,26.93,31.73,3.31,564
2022-03-27T00:00:00.000Z,8.69,94.23,15.63,11.67,34.1,14.132,559
2022-03-28T00:00:00.000Z,7.53,27.37,14.4,10.47,16.6,3.523,571
2022-03-29T00:00:00.000Z,6.57,30.07,14.89,9.67,17.55,5.712,568
2022-03-30T00:00:00.000Z,6.7,46.6,9.69,8.63,13.33,4.88,563
2022-03-31T00:00:00.000Z,1.2,50.9,2.77,1.82,3.8,3.712,565
2022-04-01T00:00:00.000Z,0.93,6.43,1.63,1.37,2.93,0.906,567
2022-04-02T00:00:00.000Z,0.9,14.23,1.3,1.2,1.5,1.132,538
2022-04-03T00:00:00.000Z,0.97,3.1,1.5,1.37,1.63,0.339,568
2022-04-04T00:00:00.000Z,2.33,8.69,4.92,3.99,5.65,1.249,564
2022-04-05T00:00:00.000Z,3.57,17.13,5.99,5.07,10.59,2.887,536
2022-04-06T00:00:00.000Z,1,8,2.82,1.73,3.6,1.109,418
2022-04-07T00:00:00.000Z,1.6,4.37,2.5,2.2,3,0.53,568
2022-04-08T00:00:00.000Z,1.1,5.03,1.8,1.52,2.7,0.767,568
2022-04-09T00:00:00.000Z,1.1,10.87,1.9,1.6,4.5,2.477,549
2022-04-10T00:00:00.000Z,2.13,13.83,4.67,4.13,5.33,2.386,565
2022-04-11T00:00:00.000Z,2.7,14.5,5.03,4.23,6.97,2.037,566
2022-04-12T00:00:00.000Z,5.27,36.67,9.47,8.3,10.73,2.485,571
2022-04-13T00:00:00.000Z,1.6,40.83,3.8,2.73,6.17,3.819,562
2022-04-14T00:00:00.000Z,2.1,22.53,4.37,3.57,15.14,6.66,565
2022-04-15T00:00:00.000Z,1.9,5.2,2.87,2.6,3.17,0.419,570
2022-04-16T00:00:00.000Z,2.33,5.17,3.1,2.87,3.5,0.497,571
2022-04-17T00:00:00.000Z,1.93,6.07,2.9,2.52,3.37,0.68,566
2022-04-18T00:00:00.000Z,1.63,8.47,2.9,2.43,5.4,1.829,565
2022-04-19T00:00:00.000Z,2.6,14.1,5.57,4.73,6.67,2.404,566
2022-04-20T00:00:00.000Z,0.9,13.3,2.4,1.8,6.03,3.186,562
2022-04-21T00:00:00.000Z,0.77,2.13,1.2,1,1.33,0.256,567
2022-04-22T00:00:00.000Z,1.27,7.5,3.67,1.8,5.22,1.725,565
2022-04-23T00:00:00.000Z,0.5,8.63,1,0.8,1.2,1.943,558
2022-04-24T00:00:00.000Z,0.9,4.7,1.6,1.27,2.5,0.895,569
2022-04-25T00:00:00.000Z,1.12,8.86,2.4,1.8,3.1,1.266,535
2022-04-26T00:00:00.000Z,1,9.27,1.6,1.37,2.92,1.964,552
2022-04-27T00:00:00.000Z,1.1,19.8,3.43,2.29,6.73,3.565,494
2022-04-28T00:00:00.000Z,2.5,35.27,10.4,4.4,19.87,8.571,491
2022-04-29T00:00:00.000Z,1.73,13.13,4.47,3.47,6.6,2.43,567
2022-04-30T00:00:00.000Z,1.83,6.07,3.37,2.7,3.93,0.819,565
2022-05-01T00:00:00.000Z,2.4,31.2,4.3,3.37,5.93,4.675,542
2022-05-02T00:00:00.000Z,1.5,39.36,8.41,5.55,12.12,5.768,524
2022-05-03T00:00:00.000Z,1.3,17.47,4.57,2.5,8.73,4.148,551
2022-05-04T00:00:00.000Z,5.09,31.93,12,10.49,19.64,5.787,361
2022-05-05T00:00:00.000Z,1.7,10.33,4.59,3.2,7.1,2.305,555
2022-05-06T00:00:00.000Z,2.29,11.9,3.7,3.27,4.53,1.224,358
2022-05-07T00:00:00.000Z,2.4,9.33,5.07,3.75,6.09,1.419,556
2022-05-08T00:00:00.000Z,2.06,12.43,4.59,3.6,5.17,1.256,555
2022-05-09T00:00:00.000Z,1.57,50.83,2.6,1.97,3.77,3.536,554
2022-05-10T00:00:00.000Z,1.67,4,2.67,2.4,3,0.418,551
2022-05-11T00:00:00.000Z,2.73,11.4,4.3,3.77,5.93,2.117,534
2022-05-12T00:00:00.000Z,2.2,14.63,6.63,4.87,10.6,3.192,543
2022-05-13T00:00:00.000Z,2.93,50.67,4.83,4.2,5.53,3,557
2022-05-14T00:00:00.000Z,2.13,10,3.7,3.2,4.33,0.877,563
2022-05-15T00:00:00.000Z,2.7,22.83,5.8,3.77,9.19,4.47,551
2022-05-16T00:00:00.000Z,3.5,35.72,7.67,5,16.3,7.193,558
2022-05-17T00:00:00.000Z,4.67,26.57,9.28,7.57,11.33,4.333,550
2022-05-18T00:00:00.000Z,2.9,20.07,7.07,4.5,10.83,3.614,555
2022-05-19T00:00:00.000Z,3.1,20.37,6,4.76,7.3,3.568,557
2022-05-20T00:00:00.000Z,3.13,22.1,4.63,3.97,13.1,5.543,531
2022-05-21T00:00:00.000Z,1.7,7.1,3.69,3.07,4.59,1.132,550
2022-05-22T00:00:00.000Z,2.13,16.63,3.85,3.05,5.8,2.589,548
2022-05-23T00:00:00.000Z,2.13,26.3,4.8,3.23,5.9,3.655,543
2022-05-24T00:00:00.000Z,3.2,18.27,6.33,5.13,9.03,3.038,541
2022-05-25T00:00:00.000Z,0.7,3.7,1.3,1.1,1.6,0.482,546
2022-05-26T00:00:00.000Z,0.87,3.3,1.4,1.2,1.67,0.33,547
2022-05-27T00:00:00.000Z,0.9,4.53,1.67,1.5,1.87,0.334,544
2022-05-28T00:00:00.000Z,1.2,5.4,1.8,1.67,2.02,0.456,559
2022-05-29T00:00:00.000Z,1.6,10.57,3.47,2.29,4.09,2.095,516
2022-05-30T00:00:00.000Z,2.63,11.23,5.23,4.63,6.03,1.58,507
2022-05-31T00:00:00.000Z,2.7,19.53,6.7,5.7,9.59,2.892,525
2022-06-01T00:00:00.000Z,2.8,16.77,7.88,5.73,11.5,3.458,515
2022-06-02T00:00:00.000Z,2.2,19.03,9.93,6.28,13.27,4.226,386
2022-06-03T00:00:00.000Z,3.28,20.93,7.98,5.9,12.02,4.793,444
2022-06-04T00:00:00.000Z,3.03,13.97,5.2,4.55,7.95,2.275,496
2022-06-05T00:00:00.000Z,1.1,6.8,2,1.7,2.37,1.231,527
2022-06-06T00:00:00.000Z,1.4,6.6,3.83,2.6,4.59,1.208,485
2022-06-07T00:00:00.000Z,2,10.87,4.43,3.4,6.4,1.884,553
2022-06-08T00:00:00.000Z,1.5,15.03,3.13,2.5,4.3,2.723,532
2022-06-09T00:00:00.000Z,1.2,11.63,4.68,3.45,6.2,1.999,528
2022-06-10T00:00:00.000Z,1.5,15.8,3.58,3,4.63,3.166,542
2022-06-11T00:00:00.000Z,0.9,88.67,2.6,1.8,3.2,4.534,535
2022-06-12T00:00:00.000Z,0.63,3.1,1.33,1,1.8,0.478,549
2022-06-13T00:00:00.000Z,0.7,3.23,1.6,1.33,2,0.517,534
2022-06-14T00:00:00.000Z,1,12.1,1.6,1.4,1.9,0.649,509
2022-06-15T00:00:00.000Z,1.3,4.4,2.08,1.85,2.4,0.407,538
2022-06-16T00:00:00.000Z,1.3,8.13,1.9,1.67,2.22,0.587,542
2022-06-17T00:00:00.000Z,0.75,6.38,1.65,1.45,2,0.512,472
2022-06-18T00:00:00.000Z,1,8.4,2,1.76,2.29,1.219,548
2022-06-19T00:00:00.000Z,2.83,10.19,4.75,4.15,5.9,1.731,514
2022-06-20T00:00:00.000Z,3.47,9.07,5.82,4.82,6.93,1.38,509
2022-06-21T00:00:00.000Z,3.45,18.5,5.77,5.22,6.37,3.024,500
2022-06-22T00:00:00.000Z,2.7,11.03,5.05,3.87,6.56,1.937,500
2022-06-23T00:00:00.000Z,1.3,5.97,3.5,2.9,4.17,0.931,480
2022-06-24T00:00:00.000Z,1.25,4.9,2.1,1.7,2.7,0.777,568
2022-06-25T00:00:00.000Z,1.3,7.27,3.35,2.6,4.4,1.299,569
2022-06-26T00:00:00.000Z,2.29,9.17,4.23,3.6,5.52,1.398,569
2022-06-27T00:00:00.000Z,2.6,8.27,3.92,3.35,6.2,1.506,393
2022-06-29T00:00:00.000Z,2.08,5.57,3.4,2.6,3.95,0.805,349
2022-06-30T00:00:00.000Z,1.7,10.6,4.32,3.83,5.65,1.994,550
2022-07-01T00:00:00.000Z,2.02,10.13,4,3.29,5.29,1.818,556
2022-07-02T00:00:00.000Z,1.75,6.5,2.8,2.29,3.7,1.237,546
2022-07-03T00:00:00.000Z,1.52,5.03,2.29,2,2.67,0.608,557
2022-07-04T00:00:00.000Z,2.15,18.13,3.6,2.97,5.07,3.631,550
2022-07-05T00:00:00.000Z,2.29,14.7,7.5,3.5,11.07,3.798,512
2022-07-06T00:00:00.000Z,1.95,16.53,3,2.7,3.53,2.303,428
2022-07-07T00:00:00.000Z,1.65,4.87,2.6,2.22,3.12,0.605,372
2022-07-08T00:00:00.000Z,1.63,5.4,2.6,2.27,3.38,0.8,537
2022-07-09T00:00:00.000Z,1.25,5.3,2.02,1.7,2.65,0.902,540
2022-07-10T00:00:00.000Z,1.52,3.8,2.27,1.9,2.63,0.476,536
2022-07-11T00:00:00.000Z,0.9,5.23,1.8,1.5,2.2,0.619,548
2022-07-12T00:00:00.000Z,2,2,2,2,2,0,1
2022-07-13T00:00:00.000Z,0.53,2.29,1.3,1,1.5,0.332,508
2022-07-14T00:00:00.000Z,1.4,3.92,2,1.8,2.29,0.476,547
2022-07-15T00:00:00.000Z,0.9,56.95,1.8,1.5,2.5,3.014,508
2022-07-16T00:00:00.000Z,1,270.14,1.77,1.52,1.97,15.711,571
2022-07-17T00:00:00.000Z,1.3,4.57,2.34,1.9,2.72,0.674,574
2022-07-18T00:00:00.000Z,2.1,8.6,3.58,3.08,4.4,1.182,559
2022-07-19T00:00:00.000Z,2.52,8.27,4.2,3.4,5.13,1.08,567
2022-07-20T00:00:00.000Z,2,8.86,4.04,2.87,5.37,1.624,572
2022-07-21T00:00:00.000Z,1.98,16.7,5,3.1,8.1,3.903,564
2022-07-22T00:00:00.000Z,2.2,10.97,3.92,3.33,5.3,2.111,566
2022-07-23T00:00:00.000Z,3.13,14.37,6.68,5.2,10.65,2.889,571
2022-07-24T00:00:00.000Z,2.88,19.17,8.38,4.5,12.27,3.998,569
2022-07-25T00:00:00.000Z,3,20.1,7.03,4.95,10.23,3.568,574
2022-07-26T00:00:00.000Z,5,23.8,6.97,6.2,11.73,4.2,567
2022-07-27T00:00:00.000Z,3.67,10.23,6.2,4.68,7.3,1.43,570
2022-07-28T00:00:00.000Z,4.32,16.7,8.4,6.32,9.4,1.848,563
2022-07-29T00:00:00.000Z,3.08,13.48,5.45,4.18,7.07,2.298,558
2022-07-30T00:00:00.000Z,2.54,9.69,5.09,3.47,6.72,1.802,562
2022-07-31T00:00:00.000Z,2.65,9.5,4.05,3.5,6.7,1.942,573
2022-08-01T00:00:00.000Z,1.9,5.09,2.9,2.5,3.45,0.673,513
2022-08-02T00:00:00.000Z,1.2,10.7,2.29,1.87,2.99,1.016,544
2022-08-03T00:00:00.000Z,1.48,4.9,2.4,2.04,3.13,0.709,563
2022-08-04T00:00:00.000Z,1.4,4,1.98,1.77,2.71,0.641,520
2022-08-05T00:00:00.000Z,1.23,4,2,1.7,2.27,0.369,563
2022-08-06T00:00:00.000Z,1.52,5.2,2.4,2.17,2.77,0.485,565
2022-08-07T00:00:00.000Z,1.3,6.17,2.69,2.29,3.45,0.858,522
2022-08-08T00:00:00.000Z,2.2,7.38,3.72,3.2,4.4,0.82,533
2022-08-09T00:00:00.000Z,2.29,15.1,4.03,3.13,5,1.3,561
2022-08-10T00:00:00.000Z,2.1,9.67,3.87,2.92,5.27,1.661,538
2022-08-11T00:00:00.000Z,1.83,7.97,4.19,2.8,5.3,1.297,496
2022-08-12T00:00:00.000Z,2.78,10.5,4.48,4.05,5.57,1.472,564
2022-08-13T00:00:00.000Z,1.63,195.38,4.5,3.05,5.47,15.168,571
2022-08-14T00:00:00.000Z,2.15,17.13,3.2,2.9,3.55,0.814,560
2022-08-15T00:00:00.000Z,2.42,56.8,6.47,5.85,7.22,4.505,541
2022-08-16T00:00:00.000Z,4.22,33.36,7.55,5.97,11.9,5.894,571
2022-08-17T00:00:00.000Z,2.4,18.85,6.5,4.2,10,3.397,515
2022-08-18T00:00:00.000Z,1.02,28.37,2.7,2,6.47,4.605,534
2022-08-19T00:00:00.000Z,1,15.53,2.82,2.16,3.69,1.294,568
2022-08-20T00:00:00.000Z,1.3,5.73,2.34,1.8,3,1.075,550
2022-08-21T00:00:00.000Z,1.58,5.8,2.8,2.4,3.22,0.731,559
2022-08-22T00:00:00.000Z,0.77,7.3,2.16,1.3,4.4,1.828,478
2022-08-23T00:00:00.000Z,0.93,6.78,1.7,1.5,2,0.47,555
2022-08-24T00:00:00.000Z,1.02,15.27,2.1,1.7,2.33,0.754,525
2022-08-25T00:00:00.000Z,1.3,3.53,2.23,1.9,2.63,0.496,536
2022-08-26T00:00:00.000Z,0.9,5.33,2.4,1.95,3.63,1.004,555
2022-08-27T00:00:00.000Z,1,6.28,1.91,1.6,2.38,0.556,562
2022-08-28T00:00:00.000Z,1.92,8.07,3.2,2.79,3.69,0.727,545
2022-08-29T00:00:00.000Z,1.8,5.09,3.51,2.65,4.03,0.804,542
2022-08-30T00:00:00.000Z,3.2,6.03,4.62,4.28,4.97,0.51,556
2022-08-31T00:00:00.000Z,2.7,8.9,4.71,3.97,6.28,1.455,554
2022-09-01T00:00:00.000Z,3.8,10.88,7.28,6,8.75,1.718,538
2022-09-02T00:00:00.000Z,1.63,13.17,3.92,2.7,8.16,3.054,532
2022-09-03T00:00:00.000Z,1,5,2.2,1.7,3.17,0.868,528
2022-09-04T00:00:00.000Z,2.1,8.3,4.09,3.1,5.7,1.49,433
2022-09-05T00:00:00.000Z,2.4,9.63,3.8,3.35,5.5,1.645,466
2022-09-06T00:00:00.000Z,2.2,8.52,3.7,3.17,4.07,1.111,302
2022-09-07T00:00:00.000Z,1.4,6.72,2.58,2.13,3,0.659,546
2022-09-08T00:00:00.000Z,0.6,3.03,1.5,1,1.95,0.563,474
2022-09-09T00:00:00.000Z,0.98,4.63,2.04,1.8,2.37,0.491,558
2022-09-10T00:00:00.000Z,1,5.6,2.5,1.87,3.1,0.949,544
2022-09-11T00:00:00.000Z,1.3,4.87,2.27,1.98,2.78,0.703,553
2022-09-12T00:00:00.000Z,1.4,5.6,3.03,2.4,3.7,0.874,496
2022-09-13T00:00:00.000Z,2.33,11.5,3.91,3.3,4.5,1.604,534
2022-09-14T00:00:00.000Z,2.13,8.97,3.6,2.9,4.15,1.03,529
2022-09-15T00:00:00.000Z,1.3,3.63,1.97,1.7,2.42,0.478,546
2022-09-16T00:00:00.000Z,1.47,11.18,2.33,2,2.7,0.649,545
2022-09-17T00:00:00.000Z,1.4,6.27,3.8,3.4,4.13,0.722,508
2022-09-18T00:00:00.000Z,2.2,6.27,3.28,3,3.7,0.646,443
2022-09-19T00:00:00.000Z,1.67,4.93,2.35,2.14,2.94,0.565,540
2022-09-20T00:00:00.000Z,1.83,6.73,2.63,2.29,3,0.481,462
2022-09-21T00:00:00.000Z,1.92,3.5,2.6,2.4,2.8,0.284,535
2022-09-22T00:00:00.000Z,1.63,8.9,2.43,2.2,3,0.737,548
2022-09-23T00:00:00.000Z,1.7,4.47,2.52,2.1,3,0.603,551
2022-09-24T00:00:00.000Z,1.4,6.4,2.7,1.9,4,1.203,556
2022-09-25T00:00:00.000Z,2.43,22.3,4.83,3.97,6.43,2.025,478
2022-09-26T00:00:00.000Z,1.3,12.3,3.33,2.5,5.87,2.342,386
2022-09-27T00:00:00.000Z,0.73,3.67,1.3,1.1,2.5,0.829,549
2022-09-28T00:00:00.000Z,0.73,3.77,1.27,1.1,1.9,0.686,547
2022-09-29T00:00:00.000Z,0.6,1.9,1.03,0.93,1.12,0.165,520
2022-09-30T00:00:00.000Z,0.5,1.47,0.8,0.7,0.9,0.136,533
2022-10-01T00:00:00.000Z,0.6,1.5,0.9,0.8,1,0.145,543
2022-10-02T00:00:00.000Z,0.7,1.63,0.9,0.87,1.1,0.154,455
2022-10-03T00:00:00.000Z,0.8,2.8,1.3,1.2,1.5,0.233,422
2022-10-04T00:00:00.000Z,1,25.27,1.72,1.43,3.2,4.453,452
2022-10-05T00:00:00.000Z,1.4,17.2,2.7,1.9,6.72,3.223,493
2022-10-06T00:00:00.000Z,1.17,6.2,2.2,1.9,2.67,0.879,551
2022-10-07T00:00:00.000Z,2.29,21.47,3.9,3.3,4.3,1.333,545
2022-10-08T00:00:00.000Z,1.67,13.8,4.17,3.22,5.67,2.606,553
2022-10-09T00:00:00.000Z,2.1,5.03,3.43,3.1,3.9,0.562,544
2022-10-10T00:00:00.000Z,0.9,6.2,3.27,2.73,4.09,0.975,547
2022-10-11T00:00:00.000Z,1.7,17.7,7.83,5.9,9.9,3.015,508
2022-10-12T00:00:00.000Z,3.9,22.4,8.98,6.67,13.6,4.347,546
2022-10-13T00:00:00.000Z,2.93,10.53,7.17,4.47,8.3,2.077,551
2022-10-14T00:00:00.000Z,2.1,9.8,4.79,3.73,6.07,1.566,544
2022-10-15T00:00:00.000Z,1.8,8.07,4.09,2.97,5.27,1.459,554
2022-10-16T00:00:00.000Z,1.37,10.4,3.43,2.5,4.7,1.808,431
2022-10-17T00:00:00.000Z,2.23,19.5,8.52,5.45,10.87,3.471,546
2022-10-18T00:00:00.000Z,7.2,41.2,13.1,9.43,19.63,8.459,389
2022-10-21T00:00:00.000Z,9.17,25.27,16.39,15.05,19.19,3.24,541
2022-10-22T00:00:00.000Z,6.17,41.97,16.22,10.34,21.22,7.254,564
2022-10-23T00:00:00.000Z,4.8,43.07,12.97,7.84,17.8,6.91,561
2022-10-24T00:00:00.000Z,4.8,32.1,7.73,6.23,15.72,6.821,548
2022-10-25T00:00:00.000Z,3.1,30.17,6.37,4.67,7.97,4.555,542
2022-10-26T00:00:00.000Z,2.83,14,4.76,3.93,7.06,2.132,545
2022-10-27T00:00:00.000Z,3.33,35.67,12.07,7.37,17.14,8.14,549
2022-10-28T00:00:00.000Z,4.97,20.37,15.03,11.47,16.63,3.3,542
2022-10-29T00:00:00.000Z,7.5,33.43,14.1,10.7,24.17,7.413,545
2022-10-30T00:00:00.000Z,4.76,15.8,9.77,7.37,11.3,2.447,551
2022-10-31T00:00:00.000Z,7.43,18.17,12.05,9.65,14.02,2.641,548
2022-11-01T00:00:00.000Z,3,22.8,8.41,5.7,14.37,5.071,548
2022-11-02T00:00:00.000Z,7.57,23.57,13.33,10.67,16.32,3.577,543
2022-11-03T00:00:00.000Z,1.3,25.77,14.73,10.27,16.69,5.87,548
2022-11-04T00:00:00.000Z,0.7,2.9,1.2,1.1,1.4,0.292,543
2022-11-05T00:00:00.000Z,0.67,4,1.07,0.9,1.2,0.402,545
2022-11-06T00:00:00.000Z,0.9,9.23,2.13,1.43,3.37,1.493,549
2022-11-07T00:00:00.000Z,1.63,4.97,2.9,2.52,3.3,0.563,561
2022-11-08T00:00:00.000Z,2.2,16.47,4.23,3.67,7,3.227,547
2022-11-09T00:00:00.000Z,0.5,9.8,2.27,0.9,3.73,1.88,553
2022-11-10T00:00:00.000Z,0.73,5.6,1.5,1.2,1.9,0.565,560
2022-11-11T00:00:00.000Z,0.8,14.73,6.37,1.4,9.23,3.842,528
2022-11-12T00:00:00.000Z,6.3,15.7,11.07,9.6,12.93,2.154,550
2022-11-13T00:00:00.000Z,3.17,13.63,6.8,4.67,9,2.744,562
2022-11-14T00:00:00.000Z,3.93,16.1,6.83,5.8,9.67,2.911,543
2022-11-15T00:00:00.000Z,1.1,7.3,2.73,1.8,3.7,1.305,542
2022-11-16T00:00:00.000Z,0.77,3.2,1.3,1.1,1.6,0.414,548
2022-11-17T00:00:00.000Z,0.5,1.87,0.97,0.8,1.2,0.276,548
2022-11-18T00:00:00.000Z,0.5,2.4,1.3,0.8,1.6,0.447,547
2022-11-19T00:00:00.000Z,0.6,1.63,0.9,0.8,1,0.129,544
2022-11-20T00:00:00.000Z,0.67,1.8,1,0.9,1.2,0.222,558
2022-11-21T00:00:00.000Z,0.7,4.37,1.53,1.2,2.27,0.646,544
2022-11-22T00:00:00.000Z,0.7,2.63,1.1,1,1.4,0.348,544
2022-11-23T00:00:00.000Z,0.7,2.6,1.27,1.1,1.5,0.333,548
2022-11-24T00:00:00.000Z,0.6,2.9,1.6,1.3,2,0.538,534
2022-11-25T00:00:00.000Z,0.6,3.5,1.43,1.1,1.77,0.553,545
2022-11-26T00:00:00.000Z,0.7,10.9,1.2,0.9,1.6,0.557,549
2022-11-27T00:00:00.000Z,1.12,5.07,1.97,1.7,2.8,0.927,554
2022-11-28T00:00:00.000Z,0.8,4.59,1.2,1.03,1.7,0.779,549
2022-11-29T00:00:00.000Z,0.73,3.2,1.1,1,1.3,0.238,526
2022-11-30T00:00:00.000Z,0.8,8.63,1.1,1,1.3,0.439,552
2022-12-01T00:00:00.000Z,1.1,9.17,2.97,2.2,3.57,1.294,410
2022-12-02T00:00:00.000Z,1.53,13.8,6.9,4.55,8.57,2.602,353
2022-12-03T00:00:00.000Z,2.6,34.86,5.09,3.9,10.4,4.461,555
2022-12-04T00:00:00.000Z,1.67,10.4,2.47,2.1,5.6,2.432,543
2022-12-05T00:00:00.000Z,5,24.83,10.6,8.9,13.3,4.28,545
2022-12-06T00:00:00.000Z,4.3,18.1,6.75,5.95,9.02,2.72,540
2022-12-07T00:00:00.000Z,3.47,15.53,8.55,5.72,10.57,2.85,312
2022-12-14T00:00:00.000Z,0.97,28.67,5.47,1.53,11.63,6.353,293
2022-12-15T00:00:00.000Z,0.9,5.63,2.1,1.6,2.77,1.014,325
2022-12-16T00:00:00.000Z,0.8,6.4,1.75,1.23,2.7,0.898,506
2022-12-17T00:00:00.000Z,1,36.2,3.1,2.1,3.57,2.284,500
2022-12-18T00:00:00.000Z,2.29,14.53,4,3.15,5.6,2.114,533
2022-12-19T00:00:00.000Z,2.4,10.53,4.8,3.72,5.9,1.471,548
2022-12-20T00:00:00.000Z,2.97,25.83,11.47,6.97,17.27,6.237,544
2022-12-21T00:00:00.000Z,1,20.47,1.63,1.43,2.02,2.425,530
2022-12-22T00:00:00.000Z,1,10.63,1.6,1.5,1.9,0.895,506
2022-12-23T00:00:00.000Z,0.93,7.8,1.9,1.3,4.09,1.572,391
2022-12-24T00:00:00.000Z,1.97,17.82,4.19,2.8,7.32,3.568,480
2022-12-25T00:00:00.000Z,1.53,37.57,9.9,5.09,21.47,9.896,486
2022-12-26T00:00:00.000Z,1.5,4.63,2.5,2.19,3.01,0.59,421
2022-12-27T00:00:00.000Z,1.8,9.52,2.83,2.4,3.5,1.198,436
2022-12-28T00:00:00.000Z,2.3,28.27,9.89,5.3,15.6,6.171,490
2022-12-29T00:00:00.000Z,1.4,5.9,2.7,2,4,1.142,548
2022-12-30T00:00:00.000Z,1.5,4.9,3,2.5,3.47,0.672,451
2022-12-31T00:00:00.000Z,1.5,16.63,3.23,2.2,6.23,2.296,530
2023-01-01T00:00:00.000Z,2.2,21.6,4.73,3.73,6.4,3.979,537
2023-01-02T00:00:00.000Z,2.4,34.5,6.43,4.13,9.52,4.384,543
2023-01-03T00:00:00.000Z,2.93,35.72,10.5,8,17.43,7.903,446
2023-01-04T00:00:00.000Z,2.5,147.87,10.47,6.19,12.65,12.15,480
2023-01-05T00:00:00.000Z,4.47,20.87,10.55,8.61,12.9,3.338,540
2023-01-06T00:00:00.000Z,6.57,18.7,12.9,11.3,14.2,2.322,543
2023-01-07T00:00:00.000Z,2.63,18.82,5.93,4.9,10.33,4.492,435
2023-01-08T00:00:00.000Z,1.27,7.97,3.77,2.97,4.57,1.17,558
2023-01-09T00:00:00.000Z,0.5,2.77,0.9,0.8,1.25,0.363,348
2023-01-10T00:00:00.000Z,0.9,134.07,1.6,1.3,2.8,7.51,540
2023-01-11T00:00:00.000Z,1,11.27,1.6,1.4,1.9,0.8,542
2023-01-12T00:00:00.000Z,1.5,6.37,2.3,2,2.7,0.582,552
2023-01-13T00:00:00.000Z,1,5.3,2.5,1.8,3.13,0.853,462
2023-01-14T00:00:00.000Z,1.43,17.7,2.9,2.43,7.2,2.805,411
2023-01-15T00:00:00.000Z,0.97,6.7,1.6,1.33,3.34,1.451,473
2023-01-16T00:00:00.000Z,0.7,4.26,1.27,1.1,1.43,0.367,517
2023-01-17T00:00:00.000Z,0.6,2.27,1.3,1.17,1.47,0.254,531
2023-01-18T00:00:00.000Z,0.73,1.83,1,0.9,1.1,0.141,462
2023-01-19T00:00:00.000Z,0.7,4.7,1.1,0.97,1.7,0.54,556
2023-01-20T00:00:00.000Z,0.6,18.2,1.1,1,1.5,1.161,541
2023-01-21T00:00:00.000Z,0.83,5.23,1.5,1.27,1.8,0.685,542
2023-01-22T00:00:00.000Z,1,3.17,1.5,1.3,1.87,0.37,560
2023-01-24T00:00:00.000Z,1.8,32.79,4.8,3.8,7.67,4.207,547
2023-01-26T00:00:00.000Z,1.6,9.73,2.4,2.13,2.7,0.713,549
2023-01-27T00:00:00.000Z,1.43,7.47,2.52,2.23,2.73,0.565,441
2023-01-28T00:00:00.000Z,1.37,14.53,2,1.8,2.37,0.846,552
2023-01-30T00:00:00.000Z,2.5,12.2,4.26,3.2,7.57,2.737,535
2023-01-31T00:00:00.000Z,1.1,11.2,2.29,1.8,2.8,0.923,512
2023-02-02T00:00:00.000Z,2.43,16.63,6.5,4.33,10.97,3.776,539
2023-02-03T00:00:00.000Z,1.5,21.4,5.57,2.73,9.02,4.791,402
2023-02-04T00:00:00.000Z,1.2,4.43,1.9,1.57,2.9,0.799,396
2023-02-05T00:00:00.000Z,1.1,9.93,3.03,1.8,4.26,1.563,503
2023-02-06T00:00:00.000Z,2.2,12.87,3.7,3.3,4.4,1.365,463
2023-02-07T00:00:00.000Z,2.7,9.23,5.7,4.09,6.7,1.506,475
2023-02-08T00:00:00.000Z,1.97,8.63,5.23,4.09,6.23,1.496,429
2023-02-09T00:00:00.000Z,2.7,9.1,4.12,3.51,5.59,1.474,448
2023-02-10T00:00:00.000Z,2.9,10.5,4.09,3.67,4.59,0.787,503
