date,min,max,median,q1,q3,stdev,count
2023-02-11T00:00:00.000Z,1.97,10.02,3.63,3.13,4.9,1.386,454
2023-02-12T00:00:00.000Z,2,18.7,2.87,2.6,3.4,0.949,536
2023-02-13T00:00:00.000Z,2.43,10.77,3.6,3.17,6.2,2.116,408
2023-02-14T00:00:00.000Z,2.47,14.03,4.03,3.27,5.09,1.616,467
2023-02-15T00:00:00.000Z,2.29,10,3.9,3.2,4.59,1.179,421
2023-02-16T00:00:00.000Z,3,24.33,8.13,5.77,12.27,4.288,445
2023-02-17T00:00:00.000Z,5.09,17.97,8.5,7.6,11.29,2.58,408
2023-02-18T00:00:00.000Z,3.07,24.77,9.67,6.57,11.73,3.692,547
2023-02-19T00:00:00.000Z,1.12,13.13,7.79,4.45,9.61,3.195,448
2023-02-20T00:00:00.000Z,1.67,26.13,4.23,3.2,5.39,2.354,532
2023-02-21T00:00:00.000Z,3.57,17.43,6.69,5.7,8.3,2.248,498
2023-02-22T00:00:00.000Z,5.87,32.97,11.24,7.9,13.53,5.72,412
2023-02-23T00:00:00.000Z,3.2,29.6,15.93,13.67,19.57,4.432,407
2023-02-24T00:00:00.000Z,0.7,6.23,1.8,1.1,2.29,0.803,546
2023-02-25T00:00:00.000Z,1.4,8,2,1.77,2.4,0.792,443
2023-02-26T00:00:00.000Z,1.2,11.23,1.9,1.6,2.27,0.735,540
2023-02-27T00:00:00.000Z,1.2,3.37,2,1.67,2.29,0.433,543
2023-02-28T00:00:00.000Z,1.12,10.87,1.8,1.6,2.1,0.795,439
2023-03-01T00:00:00.000Z,1.33,11.23,3.03,2.4,3.9,1.334,551
2023-03-02T00:00:00.000Z,1.9,13.47,5.17,4.43,7.4,3.034,546
2023-03-03T00:00:00.000Z,2.29,9.57,4.23,3.63,5.03,0.929,511
2023-03-04T00:00:00.000Z,2.6,13.5,4.3,3.65,6.75,1.921,549
2023-03-05T00:00:00.000Z,2.6,20.73,7.9,4.7,12.04,4.158,553
2023-03-06T00:00:00.000Z,0.83,7.73,2.69,1.4,3.8,1.595,540
2023-03-07T00:00:00.000Z,1.1,3.8,2.06,1.7,2.57,0.552,546
2023-03-08T00:00:00.000Z,1,7.4,1.97,1.7,2.23,0.489,560
2023-03-09T00:00:00.000Z,1.17,5.53,2.17,1.9,2.43,0.535,474
2023-03-10T00:00:00.000Z,1.6,5.53,2.23,2.1,2.4,0.325,559
2023-03-11T00:00:00.000Z,1.43,4.5,2.1,1.9,2.29,0.361,556
2023-03-12T00:00:00.000Z,1.2,10.17,1.9,1.67,2.8,2.089,554
2023-03-13T00:00:00.000Z,1.1,11.6,4.3,3.05,5.4,2.064,552
2023-03-14T00:00:00.000Z,1.1,4.73,1.67,1.5,1.9,0.538,391
2023-03-15T00:00:00.000Z,0.93,23.9,2,1.6,4.03,4.46,470
2023-03-16T00:00:00.000Z,1.27,6.13,2.5,2.02,3.17,0.866,490
2023-03-17T00:00:00.000Z,1.93,17.87,4.76,3.67,5.9,3.29,447
2023-03-18T00:00:00.000Z,1.3,17.67,5.57,3.47,13.37,5.058,445
2023-03-19T00:00:00.000Z,1,22.33,2.1,1.7,2.77,1.43,546
2023-03-20T00:00:00.000Z,1.63,14.23,4,3.23,6.4,3.078,411
2023-03-21T00:00:00.000Z,2.97,19,10.79,7.23,13.03,3.659,542
2023-03-22T00:00:00.000Z,2.4,19.8,8.9,4.4,13.67,4.773,531
2023-03-23T00:00:00.000Z,1,24.3,8.53,1.8,13.23,5.888,554
2023-03-24T00:00:00.000Z,0.9,5.3,1.9,1.5,2.4,0.597,543
2023-03-25T00:00:00.000Z,0.7,6.5,1.9,1.1,3.5,1.525,526
2023-03-26T00:00:00.000Z,0.6,4.5,1.5,1.2,2,0.825,497
2023-03-27T00:00:00.000Z,1,3.33,1.9,1.5,2.13,0.404,501
2023-03-28T00:00:00.000Z,1.2,3.77,2.57,2.23,2.9,0.487,531
2023-03-29T00:00:00.000Z,1.5,4.67,2.7,2.23,3.1,0.539,468
2023-03-30T00:00:00.000Z,1.7,5.9,3.37,2.8,3.93,0.775,508
2023-03-31T00:00:00.000Z,1.2,3.37,1.97,1.73,2.2,0.352,541
2023-04-01T00:00:00.000Z,1.53,7.77,4.67,2.8,5.57,1.522,475
2023-04-02T00:00:00.000Z,0.5,2.2,0.87,0.77,1,0.257,528
2023-04-03T00:00:00.000Z,0.8,3.4,1.2,1.1,1.4,0.283,540
2023-04-04T00:00:00.000Z,0.6,13.43,1.5,1.3,1.7,1.026,557
2023-04-05T00:00:00.000Z,1,4.47,1.7,1.47,2,0.397,561
2023-04-06T00:00:00.000Z,1.17,2.77,1.8,1.57,2.1,0.329,309
2023-04-07T00:00:00.000Z,1.07,5.3,1.9,1.6,2.43,0.584,552
2023-04-09T00:00:00.000Z,1.7,7.3,3.03,2.57,4.09,1.02,565
2023-04-10T00:00:00.000Z,1.73,69.5,4.22,3.25,6.62,4.685,472
2023-04-11T00:00:00.000Z,1.4,21.1,7.57,3.77,12.13,4.762,567
2023-04-12T00:00:00.000Z,0.9,27.87,3.97,2.9,6.1,5.874,565
2023-04-13T00:00:00.000Z,0.8,4.57,1.4,1.23,1.67,0.546,558
2023-04-14T00:00:00.000Z,0.7,3.9,1.3,1.07,1.8,0.528,556
2023-04-15T00:00:00.000Z,0.8,2.47,1.67,1.4,1.9,0.342,566
2023-04-16T00:00:00.000Z,1,3.97,1.6,1.4,2.29,0.591,571
2023-04-17T00:00:00.000Z,1.67,5.67,2.6,2.33,2.93,0.502,569
2023-04-18T00:00:00.000Z,1.6,4.09,2.43,2.2,2.7,0.424,568
2023-04-19T00:00:00.000Z,1.6,6.13,3.37,2.47,4,0.846,485
2023-04-20T00:00:00.000Z,1.57,5.83,2.9,2.5,3.6,0.733,572
2023-04-21T00:00:00.000Z,1.37,6.93,3.37,2.9,3.83,0.871,513
2023-04-22T00:00:00.000Z,1.8,11.37,4.4,3.63,5.4,1.74,330
2023-04-23T00:00:00.000Z,1,9.17,2.54,1.9,4,1.725,368
2023-04-24T00:00:00.000Z,1.3,7.9,2.4,1.9,2.9,0.877,471
2023-04-25T00:00:00.000Z,1.8,11.9,2.97,2.4,4.26,2.112,347
2023-04-26T00:00:00.000Z,1.73,20.23,6.3,4.09,8.8,3.909,550
2023-04-27T00:00:00.000Z,1.6,16.67,5.5,2.6,11.5,4.603,558
2023-04-28T00:00:00.000Z,0.9,17.73,4.8,1.85,7,3.593,360
2023-04-29T00:00:00.000Z,1.2,6.4,3.03,2.57,3.56,0.861,533
2023-04-30T00:00:00.000Z,1.5,5.07,2.6,2.29,3,0.604,414
2023-05-01T00:00:00.000Z,1.67,3.37,2.29,2.1,2.57,0.314,221
2023-05-02T00:00:00.000Z,0.9,5.57,1.9,1.37,3.23,1.07,557
2023-05-03T00:00:00.000Z,1,1.8,1.2,1.1,1.3,0.181,20
2023-05-04T00:00:00.000Z,0.7,10.1,2.02,1.2,2.87,1.721,545
2023-05-05T00:00:00.000Z,0.73,13.53,7.82,4,9.47,3.344,402
2023-05-06T00:00:00.000Z,1.23,10.19,3.03,2.4,6.05,2.37,376
2023-05-07T00:00:00.000Z,1.33,10.47,3.1,2.29,4.55,1.807,264
2023-05-08T00:00:00.000Z,1.98,7.9,4.59,3.75,5.4,1.199,544
2023-05-09T00:00:00.000Z,2.8,17.43,5.6,4.3,8.13,2.718,562
2023-05-10T00:00:00.000Z,1.47,3.7,2.29,2.02,2.63,0.389,566
2023-05-11T00:00:00.000Z,1.37,5.03,2.6,2.13,3.59,0.865,549
2023-05-12T00:00:00.000Z,0.8,4.23,1.8,1.2,2.23,0.693,506
2023-05-13T00:00:00.000Z,0.6,13.73,1.53,1,2.02,1.154,471
2023-05-14T00:00:00.000Z,0.9,2.33,1.4,1.2,1.57,0.244,506
2023-05-15T00:00:00.000Z,0.8,5.33,3.37,2.72,4.09,1.018,565
2023-05-16T00:00:00.000Z,1.1,3.1,1.67,1.5,1.9,0.34,456
2023-05-17T00:00:00.000Z,1.63,4.7,3.13,2.7,3.67,0.626,530
2023-05-18T00:00:00.000Z,2.27,4.26,3.2,3,3.43,0.353,568
2023-05-19T00:00:00.000Z,2.43,10.8,3.67,3.27,4.37,1.844,569
2023-05-20T00:00:00.000Z,2.29,6.3,3.27,3,3.82,0.692,573
2023-05-21T00:00:00.000Z,2.06,5.17,2.77,2.52,3.1,0.604,563
2023-05-22T00:00:00.000Z,1.5,9.63,4.67,3.25,7.1,2.17,508
2023-05-23T00:00:00.000Z,3.73,29.03,8.52,6.15,10.9,3.344,568
2023-05-24T00:00:00.000Z,5.7,46,15.77,9.59,22.2,9.064,564
2023-05-25T00:00:00.000Z,7.13,36.29,11.87,9.93,19.39,7.521,530
2023-05-26T00:00:00.000Z,4.93,17.67,10.9,7.3,13.87,3.344,386
2023-05-27T00:00:00.000Z,5.33,29.53,13.72,9.23,18.23,5.28,422
2023-05-28T00:00:00.000Z,3.37,16.13,10.87,6.33,12.6,3.517,479
2023-05-29T00:00:00.000Z,3.47,16.57,4.73,4.3,5.37,1.551,498
2023-05-30T00:00:00.000Z,2.9,10.37,4.26,3.79,5.8,1.663,577
2023-05-31T00:00:00.000Z,3.08,10.37,4.42,3.97,5.95,1.574,352
2023-06-01T00:00:00.000Z,2.7,12.17,6.4,4.88,8.52,2.335,569
2023-06-02T00:00:00.000Z,4.18,16.07,6.77,5.8,13.25,3.812,568
2023-06-03T00:00:00.000Z,2.6,16.17,7.17,4.09,8.4,2.644,459
2023-06-04T00:00:00.000Z,1.87,10.5,3.3,2.63,6.32,2.081,573
2023-06-05T00:00:00.000Z,1.48,15.02,2.25,1.93,3.3,1.058,569
2023-06-06T00:00:00.000Z,1.7,5.8,3.07,2.6,4.07,0.974,358
2023-06-07T00:00:00.000Z,3.37,10.93,4.65,4.3,5.25,1.429,564
2023-06-08T00:00:00.000Z,3,16.73,5.77,5.2,6.2,1.247,435
2023-06-09T00:00:00.000Z,3.83,10.87,5.81,5.23,6.33,0.963,564
2023-06-10T00:00:00.000Z,1.57,5.57,2.8,2.29,3.39,0.664,557
2023-06-11T00:00:00.000Z,1.7,7.4,4.5,3.4,5.32,1.29,576
2023-06-12T00:00:00.000Z,2.88,11.73,5.5,4.4,7.07,1.667,577
2023-06-13T00:00:00.000Z,1.2,15.93,4.83,3.67,7.2,2.54,562
2023-06-14T00:00:00.000Z,1.38,4.8,2.44,2.14,2.93,0.611,564
2023-06-15T00:00:00.000Z,1.7,7.28,2.6,2.29,3.1,0.967,576
2023-06-16T00:00:00.000Z,2.2,6.33,4.04,3.12,4.8,0.996,564
2023-06-17T00:00:00.000Z,3.05,6.5,4.7,4,5.43,0.802,566
2023-06-18T00:00:00.000Z,2.97,14.67,5.97,4.97,7.97,2.278,578
2023-06-19T00:00:00.000Z,6.43,11.4,8.13,7.62,8.8,0.969,372
2023-06-20T00:00:00.000Z,5.55,17,8.05,6.97,10.19,2.677,570
2023-06-21T00:00:00.000Z,2,18.03,11.37,9.44,14.3,3.814,577
2023-06-22T00:00:00.000Z,2.1,13.63,4.25,3.08,8.57,3.077,574
2023-06-23T00:00:00.000Z,2.29,11.9,3.5,3.13,4.26,1.864,567
2023-06-24T00:00:00.000Z,2.52,4.9,3.53,3.3,3.9,0.421,577
2023-06-25T00:00:00.000Z,3.28,8.4,4.53,4.2,5,0.923,571
2023-06-26T00:00:00.000Z,3.38,8.3,4.68,4.17,5.5,0.984,504
2023-06-27T00:00:00.000Z,2.97,6.9,4.45,4.09,4.88,0.757,565
2023-06-28T00:00:00.000Z,5.38,10.83,6.72,6.2,8.07,1.347,575
2023-06-29T00:00:00.000Z,4.15,11.3,7.2,5.55,8.3,1.537,569
2023-06-30T00:00:00.000Z,3.83,10.67,7.39,5.27,8.61,1.858,568
2023-07-01T00:00:00.000Z,2.88,9.97,5.97,5.03,7.3,1.585,373
2023-07-02T00:00:00.000Z,2.17,9.73,6.18,4.75,7.28,1.519,571
2023-07-03T00:00:00.000Z,2.6,7.13,4.26,3.58,5.47,1.116,562
2023-07-04T00:00:00.000Z,1.8,4.57,3.13,2.65,3.63,0.601,423
2023-07-05T00:00:00.000Z,1.95,5.68,3.47,2.6,4.63,1.025,551
2023-07-06T00:00:00.000Z,2.54,7,5.18,3.47,5.67,1.148,280
2023-07-07T00:00:00.000Z,2,7.23,3.51,2.97,5.3,1.3,512
2023-07-08T00:00:00.000Z,2.6,9.43,4.46,3.88,6,1.252,346
2023-07-09T00:00:00.000Z,4.47,11.4,7.8,5.69,9.11,1.865,369
2023-07-10T00:00:00.000Z,4.45,15.73,7.3,5.57,10.7,3.146,359
2023-07-11T00:00:00.000Z,4.88,16.6,8.55,7.32,10.6,2.547,559
2023-07-12T00:00:00.000Z,5.18,25.13,10.4,8.1,13.05,4.07,561
2023-07-13T00:00:00.000Z,3.83,15.4,6.2,5.05,12.38,3.809,562
2023-07-14T00:00:00.000Z,3.17,8.68,5.13,4.53,5.93,1.19,560
2023-07-15T00:00:00.000Z,5.63,21.23,10.52,8.38,12.52,3.513,571
2023-07-16T00:00:00.000Z,6.07,25.55,11.04,7.78,15.48,5.073,576
2023-07-17T00:00:00.000Z,3.9,17.67,11.32,5.4,14.02,4.289,379
2023-07-18T00:00:00.000Z,5.43,17.88,10.73,7.25,13.07,3.089,571
2023-07-19T00:00:00.000Z,5.07,22.75,13.92,9.66,15.72,3.94,456
2023-07-20T00:00:00.000Z,3.7,22.08,10.63,8.48,18.97,5.218,553
2023-07-21T00:00:00.000Z,4.55,21.25,7.97,6.33,10.54,4.104,572
2023-07-22T00:00:00.000Z,6.7,14.82,10.18,8.88,11.88,1.949,575
2023-07-23T00:00:00.000Z,5.07,12.8,8.16,6.43,10.23,1.994,572
2023-07-24T00:00:00.000Z,4.78,15.32,10.73,9.35,11.93,2.029,574
2023-07-25T00:00:00.000Z,2.45,16.6,7.05,3.51,8.43,3.478,573
2023-07-26T00:00:00.000Z,1.8,9.6,3.65,2.8,5.25,1.882,572
2023-07-27T00:00:00.000Z,2.67,7.28,4.2,3.58,4.88,0.905,571
2023-07-28T00:00:00.000Z,2.27,7.7,4.13,3.17,4.7,0.887,572
2023-07-29T00:00:00.000Z,2.1,5.47,3.53,2.9,4.4,0.842,574
2023-07-30T00:00:00.000Z,3.25,11.95,5.05,4.5,6.93,1.883,575
2023-07-31T00:00:00.000Z,3.55,10.19,5.04,4.43,5.57,0.777,574
2023-08-01T00:00:00.000Z,3.03,9.65,5.95,4.9,6.78,1.365,573
2023-08-02T00:00:00.000Z,3.55,10.02,5.55,4.88,6.59,1.215,572
2023-08-03T00:00:00.000Z,1.98,7.97,5.18,3.28,5.82,1.469,565
2023-08-04T00:00:00.000Z,0.6,3.53,1.3,1.1,2.1,0.59,573
2023-08-05T00:00:00.000Z,0.93,42.8,1.4,1.27,1.58,3.527,569
2023-08-06T00:00:00.000Z,0.8,2.95,1.92,1.7,2.15,0.358,569
2023-08-07T00:00:00.000Z,1.5,4.84,3,2.1,3.33,0.716,574
2023-08-08T00:00:00.000Z,2.04,4.3,2.95,2.7,3.2,0.392,574
2023-08-09T00:00:00.000Z,2,3.83,2.8,2.58,3.03,0.334,571
2023-08-10T00:00:00.000Z,2.6,9.82,3.85,3.4,4.59,1.777,558
2023-08-11T00:00:00.000Z,2.4,9.68,5.03,3.28,6.59,1.804,564
2023-08-12T00:00:00.000Z,4.3,8.68,6.05,5.63,6.8,0.82,574
2023-08-13T00:00:00.000Z,2.08,9.38,3.72,2.85,6.32,2.005,573
2023-08-14T00:00:00.000Z,1.95,5.05,3.3,2.8,3.87,0.646,570
2023-08-15T00:00:00.000Z,2.95,7.83,4.95,3.88,5.95,1.194,574
2023-08-16T00:00:00.000Z,3.05,15.25,6.67,4.22,8.48,2.422,574
2023-08-17T00:00:00.000Z,4.22,15,6.45,5.43,8.52,2.626,570
2023-08-18T00:00:00.000Z,1.55,15.9,4.3,3.1,10.69,4.29,573
2023-08-19T00:00:00.000Z,2.17,9.9,4.59,3.25,5.47,1.453,572
2023-08-20T00:00:00.000Z,3.08,8.35,5.4,4.78,6.8,1.207,559
2023-08-21T00:00:00.000Z,2.47,14.52,4.82,3.95,8.8,2.917,550
2023-08-22T00:00:00.000Z,2,7.95,4.28,3.49,4.84,1.002,573
2023-08-23T00:00:00.000Z,3.1,8.07,4.38,3.83,5.43,0.967,576
2023-08-24T00:00:00.000Z,4.34,11.25,6.17,5.57,7.75,1.75,574
2023-08-25T00:00:00.000Z,7.75,13.9,10.55,9.52,11.13,1.096,569
2023-08-26T00:00:00.000Z,5.4,19.55,10.3,7.75,15,3.973,574
2023-08-27T00:00:00.000Z,0.67,15.73,1.7,1.33,10.43,4.867,561
2023-08-28T00:00:00.000Z,0.43,1.83,0.85,0.75,1,0.178,571
2023-08-29T00:00:00.000Z,0.63,2.29,1.02,0.9,1.2,0.174,571
2023-08-30T00:00:00.000Z,0.8,2.6,1.4,1.1,1.77,0.417,571
2023-08-31T00:00:00.000Z,1.1,2.4,1.6,1.5,1.77,0.209,570
2023-09-01T00:00:00.000Z,1.42,2.87,2,1.83,2.2,0.246,566
2023-09-02T00:00:00.000Z,1.03,4.13,2.2,1.48,2.67,0.699,568
2023-09-03T00:00:00.000Z,2.2,12.35,8.77,6.03,10.25,2.666,570
2023-09-04T00:00:00.000Z,9.63,15.75,12.65,11.87,13.48,1.157,565
2023-09-05T00:00:00.000Z,3,16.45,4.53,3.8,8,4.022,571
2023-09-06T00:00:00.000Z,2.29,5.43,3.5,3,3.9,0.546,569
2023-09-07T00:00:00.000Z,2.65,7.27,3.9,3.39,4.71,1.008,573
2023-09-08T00:00:00.000Z,2.2,5.03,3.37,2.7,4.09,0.745,571
2023-09-09T00:00:00.000Z,2.5,5.4,3.5,3.03,4.43,0.786,565
2023-09-10T00:00:00.000Z,2.63,8.73,5.39,4.53,6.65,1.419,570
2023-09-11T00:00:00.000Z,4.65,10.97,7.33,5.93,8.47,1.412,571
2023-09-12T00:00:00.000Z,3.67,13.55,8.83,8.17,10.3,1.799,559
2023-09-13T00:00:00.000Z,2.37,22.3,6.69,5.64,10.9,4.593,536
2023-09-14T00:00:00.000Z,1.7,21.87,6.03,4.8,7.2,4.157,572
2023-09-15T00:00:00.000Z,0.93,23.03,3.07,2.04,11.2,6.174,549
2023-09-16T00:00:00.000Z,2.4,10.63,5.3,4.59,7.22,1.805,573
2023-09-17T00:00:00.000Z,3.35,13.87,6.97,6.2,8.69,2.055,570
2023-09-18T00:00:00.000Z,2.2,14.2,3.3,3,6.25,3.154,561
2023-09-19T00:00:00.000Z,1.23,4.97,3.4,2.97,3.8,0.637,561
2023-09-20T00:00:00.000Z,0.8,5,3.25,1.42,3.67,1.14,541
2023-09-21T00:00:00.000Z,1.42,4.5,3.13,2.71,3.6,0.669,573
2023-09-22T00:00:00.000Z,0.6,2.25,1.48,1.3,1.6,0.26,522
2023-09-23T00:00:00.000Z,1,2.37,1.4,1.3,1.6,0.216,552
2023-09-24T00:00:00.000Z,1.07,2.6,1.4,1.3,1.5,0.163,563
2023-09-25T00:00:00.000Z,1,2.2,1.5,1.4,1.6,0.166,574
2023-09-26T00:00:00.000Z,1.3,3.93,1.9,1.7,2.1,0.296,545
2023-09-27T00:00:00.000Z,1,2.2,1.6,1.4,1.8,0.245,563
2023-09-28T00:00:00.000Z,1.5,3.6,2.17,1.93,2.5,0.416,574
2023-09-29T00:00:00.000Z,1.95,5.17,3.1,2.57,3.77,0.715,574
2023-09-30T00:00:00.000Z,1.87,5.09,3.07,2.65,3.47,0.55,564
2023-10-01T00:00:00.000Z,1.57,4.13,2.02,1.9,2.2,0.257,530
2023-10-02T00:00:00.000Z,1.4,6.68,2.33,1.9,3.8,1.193,557
2023-10-03T00:00:00.000Z,3,9.8,4.73,3.97,6.17,1.625,566
2023-10-04T00:00:00.000Z,5.09,13.27,8.44,6.69,9.47,1.765,568
2023-10-05T00:00:00.000Z,4,15.3,7.82,6.35,11.09,2.807,564
2023-10-06T00:00:00.000Z,3.7,15.37,7.13,5.4,9.8,2.79,567
2023-10-07T00:00:00.000Z,3.65,12.4,6.62,5.19,9.43,2.251,564
2023-10-08T00:00:00.000Z,3.75,10.47,6.31,5.28,7.47,1.452,562
2023-10-09T00:00:00.000Z,3.42,10.9,6.09,4.76,7.8,1.692,556
2023-10-10T00:00:00.000Z,3.65,8.6,6.8,5.32,7.4,1.252,543
2023-10-11T00:00:00.000Z,4.45,9.93,6.44,5.47,7.6,1.257,558
2023-10-12T00:00:00.000Z,4.95,10.6,7.6,6.27,8.43,1.259,559
2023-10-13T00:00:00.000Z,5.43,19.07,10.17,8.33,11.6,3.074,555
2023-10-14T00:00:00.000Z,4.38,21.6,6.8,5.43,12.95,5.05,565
2023-10-15T00:00:00.000Z,4.03,7.4,5.2,4.78,5.9,0.729,568
2023-10-16T00:00:00.000Z,5.07,10.43,7.3,6.8,7.88,0.9,554
2023-10-17T00:00:00.000Z,2.77,11.3,5.6,4.05,8.13,2.229,560
2023-10-18T00:00:00.000Z,0.8,6.43,3.01,2.17,4.47,1.388,554
2023-10-19T00:00:00.000Z,0.43,8.17,1.47,1.1,2.9,2.132,537
2023-10-20T00:00:00.000Z,0.5,2.6,1.07,0.8,1.3,0.318,570
2023-10-21T00:00:00.000Z,0.8,2.29,1.3,1.17,1.4,0.196,570
2023-10-22T00:00:00.000Z,0.83,5.09,1.65,1.3,2.9,1.01,570
2023-10-23T00:00:00.000Z,1.83,5.97,3.63,2.87,4.3,0.858,575
2023-10-24T00:00:00.000Z,0.6,7.3,1.12,0.9,1.7,0.804,572
2023-10-25T00:00:00.000Z,0.6,2.7,1.3,1,1.5,0.356,574
2023-10-26T00:00:00.000Z,0.4,4.83,1.9,1.6,2.29,0.656,569
2023-10-27T00:00:00.000Z,0.5,4,1.23,0.9,1.47,0.492,567
2023-10-28T00:00:00.000Z,0.93,2.67,1.67,1.4,1.9,0.308,574
2023-10-29T00:00:00.000Z,1.2,6.8,2,1.7,3.1,1.204,568
2023-10-30T00:00:00.000Z,0.6,6.37,2.4,1.17,2.9,1.047,574
2023-10-31T00:00:00.000Z,0.63,24.33,1.1,0.9,1.33,1.195,576
2023-11-01T00:00:00.000Z,0.7,4,1.4,1.1,1.7,0.497,560
2023-11-02T00:00:00.000Z,0.8,37.67,2.2,1.7,4,4.718,558
2023-11-03T00:00:00.000Z,0.7,2.37,1.07,0.97,1.17,0.168,572
2023-11-04T00:00:00.000Z,0.7,5.87,2.29,1.5,3.7,1.287,575
2023-11-05T00:00:00.000Z,1,2.93,1.73,1.57,2,0.34,571
2023-11-06T00:00:00.000Z,1,4.26,1.47,1.3,1.63,0.304,568
2023-11-07T00:00:00.000Z,0.9,2.47,1.3,1.2,1.5,0.212,567
2023-11-08T00:00:00.000Z,0.8,3.47,1.57,1.3,1.87,0.539,569
2023-11-09T00:00:00.000Z,0.7,4.26,1.83,1.27,2.29,0.698,539
2023-11-10T00:00:00.000Z,0.9,2.9,1.5,1.33,1.7,0.324,561
2023-11-11T00:00:00.000Z,0.5,2.8,1.19,0.93,1.63,0.408,574
2023-11-12T00:00:00.000Z,0.6,1.5,0.9,0.8,1.1,0.172,352
2023-11-13T00:00:00.000Z,0.67,2.23,1.17,1.03,1.3,0.233,572
2023-11-14T00:00:00.000Z,0.5,4,1,0.9,1.27,0.452,566
2023-11-15T00:00:00.000Z,1.2,8.83,2,1.67,3.67,1.519,572
2023-11-16T00:00:00.000Z,1.5,18.23,3.8,2.2,6.17,3.808,574
2023-11-17T00:00:00.000Z,1.07,6.73,2.1,1.8,2.77,0.903,571
2023-11-18T00:00:00.000Z,1.2,19.32,3.9,2.5,6.1,3.19,565
2023-11-19T00:00:00.000Z,2,11.53,3.4,2.8,4.25,1.824,569
2023-11-20T00:00:00.000Z,4.3,30.13,14,10.93,21.6,6.204,567
2023-11-21T00:00:00.000Z,0.63,25.9,2.73,1.1,8.83,6.633,571
2023-11-22T00:00:00.000Z,0.5,2.73,0.8,0.7,1.1,0.383,573
2023-11-23T00:00:00.000Z,0.9,2.33,1.4,1.2,1.6,0.256,578
2023-11-24T00:00:00.000Z,1,3.7,1.53,1.4,2,0.533,571
2023-11-25T00:00:00.000Z,1.1,5.93,2.31,1.77,3.36,1.129,568
2023-11-26T00:00:00.000Z,2.47,11.57,3.8,3.2,4.53,1.567,572
2023-11-27T00:00:00.000Z,2,6.1,3.6,3.2,4,0.702,572
2023-11-28T00:00:00.000Z,1.5,4.2,2.33,2,2.63,0.447,575
2023-11-29T00:00:00.000Z,0.9,8.17,2.1,1.6,2.89,1.181,573
2023-11-30T00:00:00.000Z,1.4,15.97,7.3,4.57,9.13,2.857,576
2023-12-01T00:00:00.000Z,0.7,13.77,4.3,1.1,6.57,3.032,572
2023-12-02T00:00:00.000Z,0.6,1.8,1,0.9,1.2,0.183,557
2023-12-03T00:00:00.000Z,0.87,2.47,1.37,1.2,1.7,0.331,576
2023-12-04T00:00:00.000Z,0.8,4.73,1.5,1.2,2.1,0.832,573
2023-12-05T00:00:00.000Z,0.8,45.8,1.4,1.23,1.6,2.283,571
2023-12-06T00:00:00.000Z,1,10.33,2.5,1.8,3.53,1.944,574
2023-12-07T00:00:00.000Z,2.23,47.3,5.3,3.27,7.6,4.511,575
2023-12-08T00:00:00.000Z,0.9,21.97,1.33,1.1,1.9,5.368,574
2023-12-09T00:00:00.000Z,0.8,14.6,1.5,1.2,1.8,0.739,575
2023-12-10T00:00:00.000Z,0.8,5.83,1.1,1,1.73,0.564,576
2023-12-11T00:00:00.000Z,0.6,51.87,1.43,1.1,1.7,2.418,571
2023-12-12T00:00:00.000Z,0.5,4.3,1.6,1,2.1,0.746,568
2023-12-13T00:00:00.000Z,0.53,2.1,1,0.9,1.17,0.261,574
2023-12-14T00:00:00.000Z,0.6,2.06,1,0.9,1.2,0.245,575
2023-12-15T00:00:00.000Z,0.6,15.83,1.1,0.9,1.47,1.037,574
2023-12-16T00:00:00.000Z,0.93,6.5,1.7,1.4,2.43,0.76,575
2023-12-17T00:00:00.000Z,1.83,9.52,2.83,2.47,3.67,0.829,575
2023-12-18T00:00:00.000Z,2.29,8.43,5.4,3.77,6.17,1.47,570
2023-12-19T00:00:00.000Z,1.5,6.7,3.4,2.1,4.67,1.36,571
2023-12-20T00:00:00.000Z,0.83,3.23,1.5,1.3,1.7,0.365,573
2023-12-21T00:00:00.000Z,0.7,5.03,1.2,0.9,1.8,0.793,577
2023-12-22T00:00:00.000Z,0.6,5.03,1.23,1,1.5,0.526,571
2023-12-23T00:00:00.000Z,0.7,14.8,1.3,1.1,2.27,1.548,574
2023-12-24T00:00:00.000Z,2,29.53,6.52,4.07,8.73,7.089,570
2023-12-25T00:00:00.000Z,2.7,32.77,14.57,10.33,22.2,7.392,575
2023-12-26T00:00:00.000Z,1.7,40.13,15.73,6.3,24.43,9.472,483
2023-12-27T00:00:00.000Z,3.67,31.33,13.9,9.07,19.92,5.914,572
2023-12-28T00:00:00.000Z,4.8,39.63,17,11.5,26.47,9.002,574
2023-12-29T00:00:00.000Z,11.47,44.47,25,19.05,32.74,8.048,572
2023-12-30T00:00:00.000Z,6.77,58.9,28.07,17.93,40.63,12.574,574
2023-12-31T00:00:00.000Z,1.2,37.79,3.3,2.5,5.2,11.096,569
2024-01-01T00:00:00.000Z,1.1,5.47,1.9,1.5,2.33,0.854,570
2024-01-02T00:00:00.000Z,1.2,46.9,2.29,1.8,3.3,2.339,539
2024-01-03T00:00:00.000Z,0.7,5.13,1.7,1.3,2.29,0.743,567
2024-01-04T00:00:00.000Z,0.8,5.67,1.3,1.1,1.92,1.111,573
2024-01-05T00:00:00.000Z,0.5,8.93,0.97,0.83,1.6,1.808,571
